sid,port
47718,type1
47720,type1
47721,type1
47722,type1
47733,type1
47734,type1
47735,type1
47736,type1
47737,type1
47738,type1
47739,type1
47740,type1
47741,chademo
47741,type1
47741,ccs
47742,type1
47745,chademo
47745,type1
47746,type1
47747,type1
47748,type1
47749,type1
47750,type1
47751,chademo
47751,type1
47751,ccs
47752,type1
47753,type1
47754,type1
47755,type1
47756,type1
47757,type1
47758,type1
47759,type1
47761,type1
47762,type1
47763,type1
47764,type1
47765,type1
47767,type1
47769,type1
47770,type1
47771,type1
47772,type1
47773,type1
47774,type1
47777,chademo
47777,type1
47777,ccs
47778,type1
47781,type1
47782,type1
47784,chademo
47784,type1
47785,type1
47786,type1
47787,type1
47788,type1
47790,chademo
47790,type1
47790,ccs
47791,type1
47792,chademo
47792,type1
47793,type1
47794,type1
47795,type1
47796,chademo
47796,type1
47797,type1
47798,type1
47799,type1
47800,type1
47802,chademo
47802,type1
47803,type1
47804,type1
47804,nema520
47805,type1
47806,type1
47807,type1
47808,type1
47810,type1
47813,type1
47814,type1
47816,type1
47817,type1
47819,type1
47823,type1
47824,type1
47826,type1
47827,type1
47829,type1
47830,type1
47831,type1
47832,type1
47837,type1
47838,type1
47839,type1
47841,type1
47842,type1
47843,type1
47850,type1
47853,type1
47866,chademo
47866,type1
47867,type1
47868,type1
47869,type1
47870,type1
47885,type1
47889,type1
47890,type1
47891,type1
47893,type1
47894,type1
47895,type1
47896,type1
47897,type1
47898,type1
47899,type1
47900,type1
47901,type1
47902,type1
47903,type1
47904,type1
47906,type1
47907,type1
47908,type1
47919,type1
47920,type1
47921,type1
47922,type1
47923,type1
47924,type1
47925,type1
47926,type1
47927,type1
47928,type1
47929,type1
47930,type1
47931,type1
47932,type1
47933,type1
47934,type1
48029,type1
48030,type1
48031,type1
48038,type1
48042,type1
48044,type1
48045,type1
48049,type1
48051,type1
48052,type1
48063,type1
48064,type1
48066,type1
48067,type1
48068,type1
48069,type1
48071,type1
48074,type1
48076,type1
48078,type1
48079,type1
48081,type1
48083,type1
48084,type1
48085,type1
48086,type1
48091,type1
48119,type1
48120,type1
48122,type1
48123,type1
48124,type1
48125,type1
48129,type1
48130,type1
48131,type1
48139,type1
48141,type1
48150,type1
48154,type1
48157,type1
48158,type1
48160,type1
48161,type1
48162,type1
48163,type1
48164,type1
48165,type1
48166,type1
48168,type1
48170,type1
48171,type1
48174,type1
48175,type1
48179,type1
48182,type1
48184,type1
48186,type1
48188,type1
48192,type1
48195,type1
48212,type1
48213,type1
48214,type1
48215,type1
48216,type1
48217,type1
48218,type1
48219,type1
48222,type1
48224,type1
48227,type1
48228,type1
48230,type1
48231,type1
48233,type1
48238,type1
48239,type1
48241,type1
48242,type1
48243,type1
48244,type1
48245,type1
48246,type1
48247,type1
48249,type1
48250,type1
48251,type1
48252,type1
48254,type1
48256,type1
48258,type1
48259,type1
48260,type1
48261,type1
48264,type1
48265,type1
48266,type1
48267,type1
48268,type1
48270,type1
48285,type1
48287,type1
48290,type1
48305,type1
48308,type1
48316,type1
48317,type1
48318,type1
48319,type1
48321,type1
48322,type1
48323,type1
48325,type1
48326,type1
48327,type1
48328,type1
48329,type1
48331,type1
48332,type1
48334,type1
48335,type1
48337,type1
48338,type1
48339,type1
48340,type1
48341,type1
48344,type1
48345,type1
48346,type1
48350,type1
48352,type1
48353,type1
48358,type1
48362,type1
48365,type1
48368,type1
48369,type1
48371,nema520
48373,type1
48374,chademo
48374,type1
48376,type1
48380,type1
48381,type1
48384,type1
48385,type1
48386,type1
48387,type1
48389,type1
48390,type1
48395,type1
48397,type1
48398,type1
48400,type1
48401,type1
48402,type1
48406,type1
48585,type1
48586,type1
48587,type1
48594,type1
48597,type1
48605,type1
48609,type1
48619,type1
48619,nema520
48624,type1
48631,type1
48634,type1
48635,type1
48636,type1
48638,type1
48639,type1
48640,type1
48640,nema1450
48641,type1
48643,type1
48647,type1
48650,type1
48652,type1
48653,type1
48654,type1
48668,type1
48669,type1
48677,type1
48678,type1
48682,type1
48690,type1
48690,nema515
48705,type1
48710,type1
48725,type1
48727,type1
48728,type1
48823,type1
48836,type1
48838,type1
48846,type1
48856,type1
48864,type1
48864,nema520
48963,type1
49001,type1
49002,type1
49007,type1
49009,type1
49010,chademo
49012,type1
49014,type1
49017,type1
49019,type1
49020,type1
49021,chademo
49021,type1
49026,type1
49035,type1
49035,nema520
49042,type1
49043,type1
49044,type1
49045,type1
49046,type1
49047,type1
49068,type1
49069,type1
49119,type1
49122,type1
49127,type1
49129,type1
49130,type1
49131,type1
49133,type1
49134,type1
49149,type1
49155,type1
49157,type1
49158,type1
49159,type1
49160,type1
49161,type1
49162,type1
49163,type1
49164,type1
49165,type1
49167,type1
49171,type1
49172,type1
49174,type1
49175,type1
49199,type1
49200,type1
49206,type1
49211,type1
49230,type1
49255,type1
49255,ccs
49329,type1
49330,type1
49333,type1
49336,type1
49342,type1
49350,type1
49365,type1
49375,type1
49393,type1
49394,type1
49395,type1
49396,type1
49397,type1
49398,type1
49402,type1
49404,type1
49406,type1
49408,type1
49411,type1
49459,type1
49460,type1
49469,type1
49493,nema520
49520,type1
49521,type1
49571,type1
49593,type1
49594,type1
49603,type1
49606,type1
49651,type1
49653,type1
49654,type1
49655,type1
49656,type1
49657,type1
49660,type1
49666,chademo
49666,type1
49667,type1
49668,chademo
49668,type1
49669,type1
49673,type1
49674,type1
49676,type1
49678,chademo
49678,type1
49679,type1
49680,type1
49681,type1
49682,chademo
49682,type1
49683,type1
49684,type1
49685,type1
49686,type1
49687,type1
49688,type1
49689,type1
49690,chademo
49690,type1
49691,type1
49696,chademo
49696,type1
49697,type1
49698,type1
49700,type1
49701,type1
49704,type1
49705,type1
49706,chademo
49706,type1
49706,ccs
49707,type1
49708,chademo
49708,type1
49710,type1
49711,chademo
49711,type1
49711,ccs
49712,type1
49714,type1
49715,type1
49716,type1
49717,type1
49718,type1
49719,type1
49727,type1
49728,type1
49740,type1
49741,type1
49742,type1
49743,type1
49744,chademo
49744,type1
49744,ccs
49745,type1
49746,type1
49747,type1
49748,chademo
49748,type1
49748,ccs
49749,type1
49751,type1
49756,chademo
49756,type1
49756,ccs
49757,type1
49768,chademo
49768,type1
49768,ccs
49769,type1
49770,chademo
49770,type1
49770,ccs
49771,type1
49772,type1
49773,type1
49777,type1
49778,type1
49779,type1
49780,type1
49781,type1
49782,type1
49784,type1
49785,type1
49787,type1
49788,type1
49789,type1
49791,type1
49793,chademo
49793,type1
49795,type1
49797,type1
49798,type1
49799,type1
49801,type1
49802,type1
49803,type1
49804,type1
49805,type1
49806,type1
49807,type1
49809,chademo
49809,ccs
49813,type1
49814,type1
49815,chademo
49815,type1
49816,type1
49818,type1
49819,chademo
49819,type1
49819,ccs
49820,type1
49822,type1
49823,chademo
49823,type1
49823,ccs
49824,type1
49825,chademo
49825,type1
49825,ccs
49826,type1
49836,type1
49837,type1
49840,type1
49841,type1
49842,type1
49843,type1
49844,type1
49846,type1
49847,type1
49848,type1
49849,type1
49852,type1
49853,type1
49855,type1
49858,type1
49859,type1
49860,type1
49861,type1
49863,chademo
49863,type1
49864,type1
49865,chademo
49865,type1
49865,ccs
49866,type1
49869,type1
49870,type1
49871,type1
49874,type1
49875,type1
49881,type1
49882,type1
49883,type1
49886,type1
49887,type1
49888,type1
49889,type1
49894,type1
49896,type1
49898,type1
49900,chademo
49900,type1
49900,ccs
49901,type1
49902,chademo
49902,type1
49902,ccs
49903,type1
49905,type1
49906,type1
49907,chademo
49907,type1
49907,ccs
49908,type1
49909,type1
49910,chademo
49910,type1
49910,ccs
49911,type1
49912,chademo
49912,type1
49913,type1
49915,chademo
49915,type1
49916,type1
49919,type1
49920,type1
49921,type1
49922,type1
49923,type1
49924,type1
49931,type1
49932,type1
49933,type1
49938,type1
49939,type1
49941,type1
49943,type1
49944,type1
49945,type1
49947,type1
49948,type1
49949,type1
49953,type1
49954,type1
49960,chademo
49960,type1
49961,type1
49962,chademo
49962,type1
49963,type1
49964,type1
49965,type1
49968,type1
49969,type1
49981,type1
49985,type1
50000,type1
50003,type1
50004,type1
50005,type1
50006,type1
50007,type1
50008,type1
50009,type1
50010,type1
50011,type1
50013,type1
50065,type1
50066,chademo
50066,type1
50066,ccs
50067,type1
50069,type1
50078,type1
50080,type1
50082,type1
50083,type1
50086,type1
50086,nema520
50153,type1
50154,type1
50157,type1
50159,type1
50160,type1
50161,type1
50166,type1
50167,type1
50171,type1
50172,type1
50185,type1
50210,type1
50379,nema520
50392,type1
50393,type1
50399,type1
50400,type1
50424,type1
50446,type1
50453,type1
50457,type1
50464,type1
50467,type1
50480,type1
50483,type1
50680,type1
50682,type1
50688,type1
50689,type1
50691,type1
50697,type1
50698,type1
50712,type1
50714,type1
50725,type1
50726,type1
50726,nema515
50736,type1
50742,type1
50756,type1
50792,type1
50799,type1
50806,type1
50806,ccs
50808,type1
50809,type1
50810,type1
50811,type1
50812,type1
50814,type1
50815,type1
50816,type1
50819,type1
50828,type1
50829,type1
50831,chademo
50831,type1
50831,ccs
50834,type1
50835,type1
50836,type1
50837,type1
50840,type1
50843,type1
50844,type1
50949,type1
50969,type1
50970,type1
51002,type1
51053,type1
51074,type1
51076,type1
51086,nema520
51089,type1
51095,type1
51096,type1
51097,type1
51109,nema520
51134,type1
51204,type1
51208,type1
51210,type1
51211,type1
51214,type1
51234,type1
51236,type1
51252,type1
51266,type1
51267,type1
51515,type1
51516,type1
51522,type1
51523,type1
51526,type1
51528,nema520
51529,type1
51530,type1
51532,type1
51534,type1
51535,type1
51536,type1
51537,type1
51660,type1
51661,type1
51662,type1
51691,type1
51693,type1
51695,type1
51697,type1
51698,type1
51699,type1
51701,type1
51716,type1
51735,type1
51736,type1
51737,type1
51738,type1
51739,type1
51740,type1
51742,type1
51781,type1
51787,type1
51856,type1
51900,type1
51902,type1
51904,type1
51905,type1
51912,type1
51913,type1
51919,type1
51920,type1
51921,type1
51922,type1
51923,type1
51926,type1
51933,type1
51934,type1
51945,type1
51947,type1
51951,type1
51952,type1
51954,type1
51956,type1
51959,type1
51960,type1
51963,type1
51965,type1
51969,type1
51970,type1
51971,type1
51972,type1
51976,type1
51978,type1
51982,type1
51983,type1
51989,type1
51995,type1
51999,type1
52002,type1
52006,type1
52007,type1
52033,type1
52034,type1
52035,type1
52053,type1
52054,type1
52055,type1
52056,type1
52057,type1
52058,type1
52063,type1
52071,type1
52096,type1
52101,type1
52105,type1
52108,nema515
52110,type1
52134,type1
52135,type1
52135,nema520
52142,type1
52262,type1
52269,type1
52277,type1
52308,type1
52309,type1
52331,type1
52376,type1
52464,type1
52465,type1
52466,type1
52467,type1
52468,type1
52469,type1
52470,type1
52471,type1
52472,type1
52473,type1
52474,type2
52524,type1
52525,type1
52526,type1
52527,type1
52528,type1
52533,type1
52540,type1
52541,type1
52545,type1
52546,type1
52547,type1
52553,type1
52564,type1
52566,type1
52568,type1
52572,type1
52591,type1
52595,type1
52596,type1
52597,type1
52598,type1
52599,type1
52600,type1
52603,type1
52604,type1
52605,type1
52606,type1
52607,type1
52608,type1
52610,type1
52611,type1
52612,type1
52620,type1
52621,type1
52640,type1
52641,type1
52642,type1
52643,type1
52644,type1
52645,type1
52647,type1
52649,type1
52650,type1
52651,type1
52656,type1
52657,type1
52658,type1
52659,type1
52660,type1
52722,type1
52737,type1
52748,type1
52763,type1
52784,type1
52816,type1
52818,type1
52819,type1
52824,type1
52834,type1
52836,type1
52837,type1
52852,type1
52855,type1
52867,type1
52899,type1
52905,type1
52906,type1
52908,type1
52909,type1
52910,type1
52911,type1
52912,type1
52913,type1
52914,type1
52916,type1
52917,type1
52918,type1
52919,type1
52920,type1
52921,type1
52922,type1
52923,type1
52924,type1
53037,type1
53037,tesla
53039,type1
53039,nema515
53042,type1
53055,type1
53057,type1
53072,type1
53087,type1
53088,type1
53091,type1
53093,type1
53100,chademo
53100,type1
53100,ccs
53102,type1
53226,type1
53364,type1
53365,type1
53366,type1
53373,type1
53381,type1
53383,type1
53397,type1
53400,type1
53403,type1
53403,nema520
53406,type1
53408,type1
53412,type1
53413,type1
53419,type1
53421,type1
53423,type1
53426,type1
53426,nema520
53427,nema520
53428,type1
53430,type1
53442,type1
53455,type1
53456,type1
53457,type1
53460,type1
53548,type1
53551,type1
53558,nema520
53676,type1
53677,type1
53680,type1
53685,type1
53687,type1
53689,type1
53694,type1
53699,type1
53700,type1
53702,type1
53702,nema1450
53703,type1
53718,type1
53719,type1
53723,type1
53726,chademo
53726,type1
53726,ccs
53727,type1
53728,type1
53729,type1
53854,type1
53859,type1
53861,type1
53863,type1
53864,type1
53866,type1
53869,type1
53872,type1
53879,type1
53881,type1
53884,type1
53885,type1
53887,type1
53888,type1
53889,type1
53893,type1
53894,type1
53895,type1
53896,type1
53900,type1
53901,type1
53903,type1
53904,type1
53907,type1
53908,type1
53909,type1
53910,type1
53911,type1
53911,nema1450
53912,type1
53915,type1
53917,type1
53918,type1
53920,type1
53921,type1
53922,type1
53923,type1
53927,type1
53928,type1
53929,type1
53930,type1
53933,type1
53935,type1
53935,nema520
53944,type1
53945,type1
53946,type1
53948,type1
53952,type1
53954,type1
53955,type1
53956,type1
53957,type1
53958,type1
53959,tesla
53963,type1
53965,type1
53975,type1
53976,type1
53986,type1
53986,nema520
53987,type1
53989,type1
53990,type1
53991,type1
53992,type1
53994,type1
53994,nema515
53998,type1
54000,type1
54001,type1
54002,type1
54005,type1
54006,type1
54008,type1
54008,ccs
54012,type1
54068,type1
54069,type1
54072,type1
55670,type1
55674,type1
55676,type1
55814,type1
55815,type1
55995,type1
56564,type1
56570,type1
56636,type1
56870,type1
56874,type1
57221,type1
57329,type1
57638,type1
57805,type1
57830,type1
57837,type1
58010,type1
58139,type1
58187,type1
58216,type1
58288,type1
58291,type1
58295,type1
58299,type1
58306,type1
58307,type1
58313,ccs
58323,type1
58325,type1
58326,type1
58327,type1
58331,type1
58336,type1
58344,type1
60002,nema520
60003,type1
60004,type1
60005,type1
60006,type1
60007,type1
60079,type1
60081,type1
60116,type1
60124,chademo
60124,type1
60125,chademo
60128,type1
60131,type1
60131,nema515
60165,type1
60179,type1
60180,type1
60180,nema520
60183,type1
60186,type1
60194,type1
60197,type1
60200,chademo
60200,type1
60201,nema520
60219,type1
60227,type1
60228,type1
60229,type1
60238,type1
60238,nema520
60241,type1
60264,type1
60305,type1
60308,type1
60310,nema520
60311,type1
60318,nema1450
60331,type1
60339,type1
60341,chademo
60341,type1
60341,ccs
60342,type1
60351,type1
60419,type1
60448,nema520
60454,type1
60455,type1
60473,type1
60489,type1
60492,type1
60583,type1
60584,type1
60589,type1
60596,type1
60607,type1
60648,type1
60655,type1
60677,type1
60699,type1
60701,type1
60703,type1
60704,type1
60705,type1
60706,type1
60706,nema1450
60707,type1
60715,type1
60718,type1
60720,type1
60722,type1
60723,type1
60739,type1
60749,type1
60755,type1
60757,type1
60758,type1
60764,type1
60765,type1
60767,type1
60789,type1
60793,type1
60794,type1
60795,type1
60796,type1
60797,type1
60798,type1
60814,type1
60815,type1
60816,type1
60856,chademo
60856,ccs
60856,nema520
60857,type1
60865,type1
60871,nema1450
60877,nema520
60891,nema520
60897,type1
60899,type1
60900,chademo
60900,type1
60901,chademo
60901,type1
60901,ccs
60904,type1
60905,type1
60906,type1
60908,type1
60909,type1
60910,type1
60919,type1
60922,type1
60943,type1
60979,type1
60981,type1
60983,type1
60984,type1
60985,type1
60987,type1
61063,type1
61065,type1
61073,type1
61098,type1
61213,type1
61218,type1
61222,type1
61223,type1
61225,type1
61228,chademo
61229,chademo
61234,type1
61236,type1
61237,type1
61238,type1
61239,type1
61240,chademo
61240,ccs
61241,type1
61257,type1
61258,type1
61259,type1
61261,type1
61265,type1
61266,type1
61267,type1
61268,type1
61294,type1
61295,type1
61317,type1
61337,type1
61347,type1
61389,type1
61408,chademo
61408,type1
61409,type1
61410,chademo
61410,type1
61411,type1
61412,chademo
61412,type1
61413,type1
61414,type1
61415,type1
61416,chademo
61416,type1
61416,ccs
61419,type1
61424,type1
61439,type1
61441,type1
61446,type1
61449,type1
61449,nema520
61455,type1
61457,type1
61461,type1
61462,type1
61463,type1
61464,type1
61465,type1
61466,type1
61467,type1
61468,type1
61469,type1
61470,type1
61472,type1
61473,type1
61474,type1
61475,type1
61476,type1
61477,type1
61478,type1
61496,nema520
61497,type1
61498,nema520
61508,type1
61518,type1
61520,type1
61528,type1
61529,type1
61531,type1
61532,type1
61533,type1
61549,type1
61587,type1
61589,type1
61601,type1
61602,type1
61603,type1
61605,type1
61608,type1
61619,type1
61621,type1
61626,type1
61672,type1
61673,type1
61694,type1
61715,type1
61719,type1
61737,type1
61738,type1
61756,type1
61757,type1
61758,type1
61759,type1
61760,type1
61765,type1
61766,type1
61767,type1
61790,type1
61791,type1
61792,type1
61815,chademo
61815,type1
61854,type1
61854,nema515
61874,type1
61876,type1
61877,type1
61892,type1
61895,type1
61922,type1
61931,type1
61932,type1
61946,type1
61947,type1
61948,type1
61998,type1
62025,type1
62045,type1
62046,type1
62047,type1
62048,type1
62049,type1
62050,type1
62062,type1
62068,type1
62069,type1
62071,type1
62072,type1
62088,type1
62094,type1
62096,type1
62102,type1
62132,type1
62148,type1
62174,type1
62185,type1
62186,type1
62187,type1
62201,type1
62239,type1
62244,type1
62246,type1
62248,type1
62251,type1
62267,type1
62270,type1
62273,type1
62274,type1
62278,chademo
62278,type1
62279,type1
62280,type1
62281,type1
62282,type1
62282,nema520
62283,type1
62284,type1
62285,type1
62286,type1
62307,type1
62314,type1
62316,type1
62328,type1
62332,type1
62333,type1
62352,type1
62391,type1
62417,type1
62427,type1
62460,type1
62461,type1
62462,type1
62462,nema520
62463,nema1450
62484,type1
